image_path,label
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\64a72b83-aefc-45f2-80bd-7d34909ee8e4___Com.G_SpM_FL 1697.JPG,5
dataset/tomato\Tomato___healthy\c458d9e4-15b1-41f4-a93b-020d915afd0c___RS_HL 9884.JPG,9
dataset/tomato\Tomato___Late_blight\d63c86b6-4cd6-4982-b12c-c770ce2a2ef3___RS_Late.B 6574.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\dd91daa5-061c-4cfd-9408-e50dd74b5dfa___UF.GRC_YLCV_Lab 01645.JPG,7
dataset/tomato\Tomato___Bacterial_spot\44bbe861-f71e-4d67-af18-55866e37f5f6___GCREC_Bact.Sp 3129.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c009c9aa-e9a4-4bc5-a77d-1e706a97645c___UF.GRC_YLCV_Lab 02552.JPG,7
dataset/tomato\Tomato___Late_blight\d2b12108-4222-4653-85f2-9d59c5929c1e___RS_Late.B 6360.JPG,2
dataset/tomato\Tomato___Late_blight\8e89b070-c8f0-47f5-a7c4-e28a92e0454b___GHLB2 Leaf 9097.JPG,2
dataset/tomato\Tomato___Target_Spot\1d4b2b39-04ca-4921-b824-52c7062f4efb___Com.G_TgS_FL 9810.JPG,6
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e1b3535e-675c-4021-a14f-75da349d6127___Com.G_SpM_FL 8757.JPG,5
dataset/tomato\Tomato___Early_blight\72c6a88e-87d8-45cb-8001-3dd67f90d46c___RS_Erly.B 8245.JPG,1
dataset/tomato\Tomato___Leaf_Mold\27c4fc3e-760a-4d3c-8552-bb5ca4eab3d8___Crnl_L.Mold 6781.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e9b47c15-a61a-49e3-a62c-38b0cc55b81d___YLCV_GCREC 2791.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\67e4a4a4-f166-423d-a07b-a83cffec807a___Com.G_SpM_FL 8728.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\347c2ba2-84c7-4e59-9bee-cfbf532f9c27___Matt.S_CG 6699.JPG,4
dataset/tomato\Tomato___Tomato_mosaic_virus\f16eeb0f-5219-4a81-9941-351b3d9ba5fc___PSU_CG 2089.JPG,8
dataset/tomato\Tomato___Target_Spot\6edeac14-5ac4-4810-a3c0-ff35feb176fb___Com.G_TgS_FL 7911.JPG,6
dataset/tomato\Tomato___Bacterial_spot\01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029.JPG,0
dataset/tomato\Tomato___Bacterial_spot\8c93a024-3aea-440e-b504-9251758d71e7___GCREC_Bact.Sp 6065.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\494f0c1d-2f54-40f0-a9e0-0f05b848cce4___YLCV_GCREC 2155.JPG,7
dataset/tomato\Tomato___Leaf_Mold\c7f4b724-0adc-4290-b02f-0cda8d148c73___Crnl_L.Mold 8830.JPG,3
dataset/tomato\Tomato___Early_blight\ef7a2893-ca76-4f77-beb4-5bfcc729e324___RS_Erly.B 7454.JPG,1
dataset/tomato\Tomato___Target_Spot\1d51081c-bd57-42aa-9a2b-c394912e87c7___Com.G_TgS_FL 9740.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\88410b9f-78aa-4ee7-b626-ab32e668e8fb___YLCV_NREC 2564.JPG,7
dataset/tomato\Tomato___Early_blight\77ac0ab9-bc81-4de6-8f4d-72d15974d227___RS_Erly.B 7773.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b2b8e692-d2ef-47b6-8f4d-853e922a1464___YLCV_NREC 2841.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\edd1f4cc-f94d-4e4a-af9d-56a93a6068c4___Com.G_SpM_FL 8507.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\17579194-bf69-46cc-881d-6fa6ee2b0576___JR_Sept.L.S 8474.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8fdac6b6-6ed8-436b-8d83-7e213fa39827___UF.GRC_YLCV_Lab 03186.JPG,7
dataset/tomato\Tomato___Early_blight\342d78c9-af97-4325-ad0f-0f12e0a206c2___RS_Erly.B 7406.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d0a18160-1a08-42e4-86d5-0512e4d4dc29___UF.GRC_YLCV_Lab 02021.JPG,7
dataset/tomato\Tomato___Bacterial_spot\ebe3ca2e-87b3-4760-a407-c890f977fec9___GCREC_Bact.Sp 6290.JPG,0
dataset/tomato\Tomato___Late_blight\845735fd-cca2-4d7b-ace8-292ca8f5f940___GHLB2 Leaf 8771.JPG,2
dataset/tomato\Tomato___Late_blight\9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13.jpg,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5f2cfdd5-f41d-47b4-99ea-520a20c2e9b6___UF.GRC_YLCV_Lab 01491.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\621ffd82-fc13-487e-99ed-6009a7aced75___YLCV_NREC 2531.JPG,7
dataset/tomato\Tomato___Early_blight\dfd261ab-30ad-456c-93b3-874a4ebaeaaf___RS_Erly.B 8451.JPG,1
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\8c6d528a-a400-4e65-a210-9bcf302499ba___Com.G_SpM_FL 1509.JPG,5
dataset/tomato\Tomato___Late_blight\97f6b5cb-a2aa-4846-a306-decda7f1ad73___RS_Late.B 6127.JPG,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\bbc1d863-983e-4827-900a-04ff629c60d3___Com.G_SpM_FL 9546.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a9866a45-7bb7-4eae-aebb-aa036aa8fec9___YLCV_GCREC 2102.JPG,7
dataset/tomato\Tomato___healthy\47362660-a262-4ffb-ae99-68b699b3ecb7___RS_HL 0006.JPG,9
dataset/tomato\Tomato___Late_blight\19b2b71e-d648-46fb-921d-a7858a1c67c7___GHLB2 Leaf 9102.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\32ba0937-33b8-4f11-b337-f2c31f7ead30___JR_Sept.L.S 2680.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d1cf89de-dd5e-42ed-98d8-42a8cc094a6f___YLCV_GCREC 2223.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6fb75150-5ad0-494c-961c-4a32c95d6acd___UF.GRC_YLCV_Lab 03259.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8d40b0dc-ba87-4bbc-97cc-ce92c9095b12___YLCV_NREC 0102.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\e4f68173-6553-492a-a810-77e2081c314e___JR_Sept.L.S 2658.JPG,4
dataset/tomato\Tomato___Late_blight\c73d4fb4-db6b-4f53-b15a-d739d9703b27___GHLB Leaf 23 Day 18.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\64c0b28c-5985-44cb-9891-a728c2acda7a___JR_Sept.L.S 8467.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\88228c71-4e2e-4e58-8f57-d6c3f0dc1bb5___YLCV_GCREC 5410.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d2f97cbb-36ef-4232-99a0-096be08ff320___YLCV_GCREC 1961.JPG,7
dataset/tomato\Tomato___Leaf_Mold\b26fc8e6-5d9f-4b96-b02b-f048c4b9e05a___Crnl_L.Mold 6735.JPG,3
dataset/tomato\Tomato___Target_Spot\13eec704-81e1-46ff-b316-f9271fc39d3b___Com.G_TgS_FL 1114.JPG,6
dataset/tomato\Tomato___Early_blight\4fd3f0e7-cdd9-4151-8734-5f0ad1f52614___RS_Erly.B 9564.JPG,1
dataset/tomato\Tomato___Leaf_Mold\022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\05138887-688c-4efe-a78f-f4416c1d63b0___Com.G_SpM_FL 8767.JPG,5
dataset/tomato\Tomato___Late_blight\3943d2dd-ffb8-43db-a59d-db7af654aecf___GHLB_PS Leaf 51.1 Day 18.jpg,2
dataset/tomato\Tomato___Bacterial_spot\81f185f5-2b41-4942-9e84-68886b771aa4___GCREC_Bact.Sp 3535.JPG,0
dataset/tomato\Tomato___Tomato_mosaic_virus\71aa5741-6923-4593-9a23-bc7f58dc40b2___PSU_CG 2183.JPG,8
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\8a9fbe5a-7158-4e10-bfdc-04138408a2f0___Com.G_SpM_FL 9470.JPG,5
dataset/tomato\Tomato___Bacterial_spot\1b3ccbf3-c1e1-476e-b34a-6af0a6fbb349___GCREC_Bact.Sp 3735.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\4c7b64ad-9bc8-4f71-b481-13ab966f8d6a___Matt.S_CG 7393.JPG,4
dataset/tomato\Tomato___Late_blight\8afb4f4f-cc42-45fb-b3bb-6d6a4b358d8b___GHLB2 Leaf 8574.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\99502cb4-ffa4-41ba-b36a-64edf9c05b41___UF.GRC_YLCV_Lab 02126.JPG,7
dataset/tomato\Tomato___Target_Spot\42e1947e-7fb4-42f3-9199-0489ce02289c___Com.G_TgS_FL 9724.JPG,6
dataset/tomato\Tomato___Early_blight\5d5d73a4-b480-4479-a5a5-8d6ba6909eac___RS_Erly.B 9409.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7bc2321e-e0e8-4eb0-ad9b-3bfee62d3c7d___YLCV_GCREC 2638.JPG,7
dataset/tomato\Tomato___Tomato_mosaic_virus\9ec78399-de3a-4431-a5fc-e100406c5642___PSU_CG 2275.JPG,8
dataset/tomato\Tomato___healthy\3f5047d4-f421-4313-9281-f333f60caadd___RS_HL 9659.JPG,9
dataset/tomato\Tomato___Early_blight\3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391.JPG,1
dataset/tomato\Tomato___healthy\c49577fa-06ce-40f1-ab69-ff21836b5061___GH_HL Leaf 277.2.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\13e0f361-b8b7-442e-a73d-cfb45c2d73d4___YLCV_GCREC 5360.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\2996fe86-51c4-4ded-b7a4-4f0905247394___Keller.St_CG 1841.JPG,4
dataset/tomato\Tomato___Septoria_leaf_spot\e93fc6c6-ec9c-485a-91ab-e68aa2dfec16___Matt.S_CG 6307.JPG,4
dataset/tomato\Tomato___healthy\c273003c-f52b-4a40-92f5-c1b8e9da53b7___RS_HL 0372.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79f769d9-b82f-45f9-8e42-7eaa6281b7d3___YLCV_NREC 2349.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\38c7b53f-37c8-4a35-be81-ca0bdefcad81___YLCV_GCREC 1900.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\d16a363b-66e1-4206-89f8-31b2b4fadd5b___Matt.S_CG 7491.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fe3eb6e7-1f85-48ce-8cb3-4580ac110024___UF.GRC_YLCV_Lab 02735.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\321df6d9-e75b-45b7-bc40-133b248c58ed___YLCV_GCREC 2803.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8f3ed21d-2ba4-42e4-b8d6-c83ee1fdf1fc___UF.GRC_YLCV_Lab 02348.JPG,7
dataset/tomato\Tomato___Late_blight\851d91ae-4a1f-448e-afdc-09a961345353___RS_Late.B 5466.JPG,2
dataset/tomato\Tomato___Late_blight\f582a1b2-636d-4a0e-a113-5dcfb5c2d7e8___GHLB2 Leaf 9098.JPG,2
dataset/tomato\Tomato___Bacterial_spot\6a7ed25b-d34f-4f33-84ab-56efcd5eed15___GCREC_Bact.Sp 3830.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a51cd16a-1920-4d2a-8fd6-42da032ac861___YLCV_GCREC 5323.JPG,7
dataset/tomato\Tomato___Target_Spot\41bb6805-695e-4c35-854c-ce4ed54388b3___Com.G_TgS_FL 9907.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b49abc5b-8416-446e-aa66-f1ae1eb1679b___UF.GRC_YLCV_Lab 02204.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\89cffec4-f6cc-4e0e-841a-aac30a3f0025___YLCV_GCREC 2753.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f4f765b8-958b-4266-981e-2320454ac4ab___Com.G_SpM_FL 9356.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\84fd95e6-9162-481d-8b3a-19235c760f0a___UF.GRC_YLCV_Lab 02988.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3d728483-e634-4983-98f5-a0a3aba2bf68___YLCV_GCREC 2140.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\962592ac-1de4-441b-a824-6a7c31cd61a6___UF.GRC_YLCV_Lab 01329.JPG,7
dataset/tomato\Tomato___Late_blight\233f5fca-7077-4175-a29f-57f310ea7879___GHLB_PS Leaf 51 Day 18.jpg,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8c39b13-b4d3-47d3-bf80-eba269f8c1b0___YLCV_NREC 2792.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\072a0bb6-de84-4200-8393-9e5b28868a23___Com.G_SpM_FL 1412.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\f8f528ee-f9c3-47cb-b67f-a9265d86d9d1___Matt.S_CG 1446.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0ab15cde-93e5-41ff-8fd5-db09c6829d72___YLCV_GCREC 2293.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\efdab5e4-a0bc-4af3-9179-2afd3b72e82a___Com.G_SpM_FL 1674.JPG,5
dataset/tomato\Tomato___Tomato_mosaic_virus\79f7f0e7-f4c8-4cf4-9c5d-2c4c4675fc04___PSU_CG 2147.JPG,8
dataset/tomato\Tomato___Septoria_leaf_spot\3764603c-7343-4eb1-9698-5b709f5a6369___JR_Sept.L.S 2561.JPG,4
dataset/tomato\Tomato___Target_Spot\d8dd0e85-7719-43e2-b886-052356deb7ff___Com.G_TgS_FL 0661.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7b135de6-cf67-450c-86c4-59f99edb7c8d___UF.GRC_YLCV_Lab 03395.JPG,7
dataset/tomato\Tomato___Leaf_Mold\73045f6c-d0c7-43a3-a229-1f521a7ff33f___Crnl_L.Mold 8851.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7f27180-6d22-4f3e-9d52-dab4bd9bb11e___UF.GRC_YLCV_Lab 02689.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\3331b5a5-229a-416e-9605-c279ec0cf414___Com.G_SpM_FL 1768.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\340edb18-e35c-4827-aeba-dd38d12806f1___YLCV_GCREC 2168.JPG,7
dataset/tomato\Tomato___Late_blight\d2b2f190-12e4-467b-b64b-50b50d452a95___RS_Late.B 4913.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\71f58e1d-789f-45ce-bf89-ab68b26b2633___UF.GRC_YLCV_Lab 09507.JPG,7
dataset/tomato\Tomato___Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\edba6e66-629b-4988-8921-9a4e87701a54___JR_Sept.L.S 2464.JPG,4
dataset/tomato\Tomato___Bacterial_spot\c3f278c8-3bf4-4837-91f1-2723a99a22d8___GCREC_Bact.Sp 6359.JPG,0
dataset/tomato\Tomato___Early_blight\7b2a8123-3905-48d9-be99-b5e749b5ba45___RS_Erly.B 6472.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\733e5236-e8c7-4f8a-ac55-e58effc3fdc2___YLCV_NREC 2516.JPG,7
dataset/tomato\Tomato___Bacterial_spot\88bf3dc8-0584-4132-af28-5f4848dbc450___GCREC_Bact.Sp 6397.JPG,0
dataset/tomato\Tomato___Bacterial_spot\450c2f14-597d-45b9-9796-c80e4fbdb114___GCREC_Bact.Sp 6117.JPG,0
dataset/tomato\Tomato___Early_blight\2a64ed5f-6be9-463b-894f-e2953da0a974___RS_Erly.B 7520.JPG,1
dataset/tomato\Tomato___Septoria_leaf_spot\6de3f347-a423-4c54-aa6f-bd80efa674e2___Matt.S_CG 6164.JPG,4
dataset/tomato\Tomato___Late_blight\9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179.JPG,2
dataset/tomato\Tomato___Late_blight\ff735d59-0023-4c97-853c-ff4083ba96d6___RS_Late.B 6263.JPG,2
dataset/tomato\Tomato___Late_blight\0c73c79f-a384-4729-83c7-72c9b04da20c___GHLB2 Leaf 8927.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6a77132a-cbbd-4465-8cff-56bdcf55dd8d___YLCV_NREC 2173.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7f6fb0ee-86c9-436f-9fd7-cc9c27e6d353___YLCV_GCREC 5269.JPG,7
dataset/tomato\Tomato___Bacterial_spot\166a69a7-cae0-4e6e-ac75-bc207a5335f4___GCREC_Bact.Sp 5705.JPG,0
dataset/tomato\Tomato___Early_blight\73bbd57a-8733-4b2a-a38d-f304ea890c62___RS_Erly.B 9548.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1a799611-3397-4cce-843f-f62058b5a1e4___YLCV_GCREC 2424.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e42037f8-8756-42c3-b477-0416a672a5d2___UF.GRC_YLCV_Lab 02908.JPG,7
dataset/tomato\Tomato___Leaf_Mold\a0de49f7-e907-4336-87e8-4440ee6df913___Crnl_L.Mold 7034.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8a71a0ad-8b79-4ad8-9ef7-e18c4f523285___UF.GRC_YLCV_Lab 01560.JPG,7
dataset/tomato\Tomato___Target_Spot\0ff11bec-6751-47dc-86a0-cf28682f13d3___Com.G_TgS_FL 7907.JPG,6
dataset/tomato\Tomato___Bacterial_spot\be4dd24b-c2d2-4e6b-bb77-f5d6866ede96___GCREC_Bact.Sp 3123.JPG,0
dataset/tomato\Tomato___Tomato_mosaic_virus\99e849b4-3c38-4a96-ba96-14a133861e06___PSU_CG 2151.JPG,8
dataset/tomato\Tomato___healthy\e62eacd4-0cba-4793-8c9d-7c97031642a7___RS_HL 9700.JPG,9
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f34c4c14-fa28-4761-aeb3-7d00fa139bef___Com.G_SpM_FL 8481.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\12313111-b847-4491-934c-f5861e98db88___YLCV_NREC 0272.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bdb177f1-13d0-4a45-b197-aa20ef75b4ca___UF.GRC_YLCV_Lab 02750.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\29a8fc20-40ba-41d1-a93c-376e90614a50___YLCV_GCREC 5277.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7cff307c-c381-499a-9f3e-eedf99f8b2dc___YLCV_NREC 2361.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2cc21998-617b-4110-8681-deba0f7ee284___YLCV_NREC 2203.JPG,7
dataset/tomato\Tomato___Bacterial_spot\03e6cea1-1c09-420a-a22e-2c29844004d1___GCREC_Bact.Sp 3076.JPG,0
dataset/tomato\Tomato___healthy\6c5ad7e4-a826-40af-abf9-0a9e6346e656___RS_HL 0196.JPG,9
dataset/tomato\Tomato___Leaf_Mold\ad05c94b-3432-4776-99ff-a5735e52cf7a___Crnl_L.Mold 7162.JPG,3
dataset/tomato\Tomato___Bacterial_spot\1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9cc19601-672d-4c9b-a925-0143457901b1___YLCV_GCREC 2621.JPG,7
dataset/tomato\Tomato___Target_Spot\81639fec-2694-4e2b-a0cd-bbbfc2eb3c7f___Com.G_TgS_FL 8057.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\49909493-8fb3-4799-af5d-fbd22bba5696___UF.GRC_YLCV_Lab 01398.JPG,7
dataset/tomato\Tomato___Target_Spot\c40646bd-ba9b-4f8b-a922-2694ee148482___Com.G_TgS_FL 8233.JPG,6
dataset/tomato\Tomato___Leaf_Mold\a9bfbf7a-3669-4b5e-a5c7-ac8fcd03fd48___Crnl_L.Mold 7094.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1104914f-f715-4b02-b551-5cdf03f54bcb___YLCV_NREC 2717.JPG,7
dataset/tomato\Tomato___Leaf_Mold\c28fe517-5ca7-4021-98a5-9fe8908c815b___Crnl_L.Mold 7116.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b086e7d4-52fe-4779-b2a5-5927aec3e636___UF.GRC_YLCV_Lab 02437.JPG,7
dataset/tomato\Tomato___Late_blight\098502fa-e07f-4d89-8279-adf307800887___GHLB2 Leaf 8980.JPG,2
dataset/tomato\Tomato___Bacterial_spot\4552e196-00f9-4de7-9a47-605de7a9ecd0___UF.GRC_BS_Lab Leaf 9296.JPG,0
dataset/tomato\Tomato___Target_Spot\f4abe5b8-ea0e-4b37-b709-c28dce8dc0a2___Com.G_TgS_FL 8140.JPG,6
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\43723714-f919-49eb-a0c5-0dd8b1aacf1f___Com.G_SpM_FL 1232.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\491d430e-fdc0-4235-8632-bf41b3455fc5___Matt.S_CG 7784.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1caefc52-d9d0-4493-8f35-4c366a041d93___YLCV_NREC 2803.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\87ccc5c0-37fc-4e12-b7b3-ed22653fcf36___YLCV_NREC 2197.JPG,7
dataset/tomato\Tomato___Late_blight\67b4c3a2-6d38-4db4-be3e-7655303ae13c___RS_Late.B 5051.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2d3baec6-4431-4b09-8645-73d4c97547b3___UF.GRC_YLCV_Lab 02084.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\83bc9c0d-4031-41ab-a636-45fcb01b1983___Com.G_SpM_FL 9380.JPG,5
dataset/tomato\Tomato___Bacterial_spot\43d79893-c9e3-49b1-9dd7-52677d9bd325___GCREC_Bact.Sp 3196.JPG,0
dataset/tomato\Tomato___Late_blight\2ccd5383-74a3-41d5-9483-110a20ebf247___RS_Late.B 5329.JPG,2
dataset/tomato\Tomato___Bacterial_spot\19a19d0b-373f-497a-89bf-ea941ff5e12b___GCREC_Bact.Sp 3124.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5e3272b0-298c-4c66-8b76-aece9efb31d7___UF.GRC_YLCV_Lab 03293.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\65b0d07c-0e72-4ce3-8800-591136f2a78b___YLCV_NREC 2827.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\fef6e580-b1a6-4093-829d-73472fc5c9f9___Matt.S_CG 7545.JPG,4
dataset/tomato\Tomato___Early_blight\65bcbda1-eee5-4bab-ab07-128c2a2f8ed4___RS_Erly.B 7461.JPG,1
dataset/tomato\Tomato___Early_blight\98009062-b345-4f14-bc90-f458e6027918___RS_Erly.B 7411.JPG,1
dataset/tomato\Tomato___Leaf_Mold\301d7712-9538-418b-a767-041aa830d1ad___Crnl_L.Mold 6711.JPG,3
dataset/tomato\Tomato___Target_Spot\453d7ca2-7e73-4460-96e9-d49fe6512f1e___Com.G_TgS_FL 9749.JPG,6
dataset/tomato\Tomato___Bacterial_spot\8bae19e3-0db1-423f-a588-665eb7f08eb9___GCREC_Bact.Sp 6355.JPG,0
dataset/tomato\Tomato___Target_Spot\1dbc3729-aa02-46fb-9276-79a382f62026___Com.G_TgS_FL 7951.JPG,6
dataset/tomato\Tomato___healthy\4ed0a372-fe3d-49a6-82a1-2e904e6c66e3___GH_HL Leaf 200.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\085e05c8-68e6-45f5-aa76-4d58620c1593___Matt.S_CG 6700.JPG,4
dataset/tomato\Tomato___Late_blight\ccbeb4a7-7a15-4246-9ffa-1807e58b3afc___RS_Late.B 4849.JPG,2
dataset/tomato\Tomato___Bacterial_spot\986cde2a-3f8b-438d-8380-c5a8ff0a4993___UF.GRC_BS_Lab Leaf 8940.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e9083f18-a438-4052-bfc3-09127b6f6b98___YLCV_NREC 2893.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5d40d3db-1277-4136-9276-229450f81b5b___YLCV_NREC 2588.JPG,7
dataset/tomato\Tomato___Bacterial_spot\b510960e-d1df-46e6-bc09-d14610011a4b___GCREC_Bact.Sp 3393.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d4a9073b-a103-45a3-b534-096f650f00b4___UF.GRC_YLCV_Lab 09411.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c0358e8f-c575-4b32-8720-0bbab8bf7860___YLCV_GCREC 2327.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\a220e9d0-2c68-4692-8955-dc931924fa17___Com.G_SpM_FL 8452.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2669130b-d44c-4ed6-bd47-2e0deb8e5b34___UF.GRC_YLCV_Lab 03299.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a8b4ad62-2cbc-46a7-a323-d99ccd9ffbdc___YLCV_NREC 2106.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\635bf723-5f34-42ab-a9ad-d523b31f9812___YLCV_GCREC 2826.JPG,7
dataset/tomato\Tomato___Late_blight\2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164.JPG,2
